commodity_name,date,min_price,max_price,modal_price
Apple,10/22/2021,5275.839916,6604.8473,5724.435359
Apple,10/23/2021,5326.578261,6541.23913,5663.282609
Apple,10/24/2021,4978.603604,6297.882883,5550.828829
Apple,10/25/2021,5272.628692,6537.871308,5488.723629
Apple,10/26/2021,5263.464286,6625.936224,5661.908163
Apple,10/27/2021,5238.134764,6392.690545,5168.544291
Apple,10/28/2021,5154.078458,6215.5517,5143.052095
Apple,10/29/2021,5462.325065,6478.452468,5545.43368
Apple,10/30/2021,5476.386276,6226.88551,5094.721633
Apple,1/1/2100,,,
Apple,1/1/2150,,,
Banana,5/22/2019,24.39,27.64576923,26.05714286
Banana,5/23/2019,23.64255556,26.61288889,25.19977778
Banana,5/24/2019,23.82123077,26.996,25.37623077
Banana,5/25/2019,23.59835294,26.60811765,25.32317647
Banana,5/26/2019,27.84782609,30.0673913,29.13913043
Banana,5/27/2019,24.80333333,28.17784314,26.7745098
Banana,5/28/2019,23.7534375,27.63947917,25.88614583
Banana,5/29/2019,22.31824176,25.61681319,23.9432967
Banana,5/30/2019,21.93676471,24.525,23.35735294
Banana,6/10/2019,23.46870968,26.44508065,25.18548387
Banana,6/11/2019,24.69424528,28.20962264,26.66754717
Banana,6/12/2019,25.39529412,28.56047059,27.35129412
Banana,6/13/2019,25.79067416,28.90640449,27.46719101
Banana,6/14/2019,21.60903226,24.02086022,23.29913978
Banana,6/15/2019,25.33046875,27.78265625,26.70234375
Banana,6/16/2019,24.27916667,26.18333333,25.43333333
Banana,6/17/2019,25.39025974,28.57584416,27.03012987
Banana,6/18/2019,25.42133333,28.66626667,27.25133333
Banana,6/19/2019,24.19347222,26.73944444,25.75013889
Banana,6/20/2019,23.71485294,26.11544118,25.19558824
Banana,6/21/2019,25.67716216,29.25,27.89554054
Banana,6/22/2019,27.80784615,30.398,29.61169231
Banana,6/23/2019,21.93888889,24.62166667,23.59444444
Banana,6/24/2019,23.35561224,26.66061224,25.1444898
Banana,6/25/2019,21.39707692,24.87769231,23.30476923
Banana,6/26/2019,31.59392857,35.64142857,33.93642857
Banana,6/27/2019,26.03894737,29.62894737,27.95236842
Banana,6/28/2019,23.56776119,26.16119403,24.82641791
Banana,6/29/2019,30.21145833,33.68020833,32.31583333
Banana,6/30/2019,26.775,28.096875,27.4625
Banana,7/1/2019,27.07559322,30.36762712,28.61254237
Banana,7/2/2019,23.02061538,25.64430769,24.40969231
Banana,7/3/2019,23.29449275,26.43231884,25.00449275
Banana,7/4/2019,25.925,28.74242424,27.43590909
Banana,7/5/2019,23.9939726,26.94424658,25.37369863
Banana,7/6/2019,20.08022727,22.59386364,21.50295455
Banana,7/7/2019,23.3,24.42083333,23.84583333
Banana,7/8/2019,22.82318182,25.72909091,24.29
Banana,7/9/2019,25.79638889,29.03944444,27.46791667
Banana,7/10/2019,23.47555556,26.36092593,24.79685185
Banana,7/18/2019,24.66590909,27.77477273,26.42454545
Banana,7/19/2019,23.68515625,26.88359375,25.3221875
Banana,7/20/2019,24.35701754,27.84298246,26.17210526
Banana,7/21/2019,21.9,23.475,22.725
Banana,7/22/2019,23.52134328,26.53253731,25.08044776
Banana,7/23/2019,22.52833333,26.017,24.27966667
Banana,7/24/2019,25.01472222,28.30791667,26.72694444
Banana,7/25/2019,23.81508475,26.85101695,25.40322034
Banana,7/26/2019,22.50983871,25.69129032,24.19596774
Banana,7/27/2019,24.68963636,27.61618182,26.25181818
Banana,7/28/2019,20.76071429,22.31785714,21.83214286
Banana,7/29/2019,23.38575758,26.97257576,25.22045455
Banana,7/30/2019,23.52016949,27.04610169,25.32372881
Banana,7/31/2019,20.55128205,22.92948718,21.87307692
Banana,8/1/2019,22.76298246,25.55473684,24.19596491
Banana,8/2/2019,25.71944444,29.05462963,27.48703704
Banana,8/3/2019,21.67148148,23.95407407,23.20203704
Banana,8/4/2019,22.49230769,25.16923077,23.93846154
Banana,8/5/2019,25.12203125,28.37390625,26.7684375
Banana,8/6/2019,24.35455882,27.31397059,25.83470588
Banana,8/7/2019,23.54735849,25.84641509,24.64358491
Banana,8/8/2019,21.22521739,24.66550725,23.49855072
Banana,8/9/2019,22.02096774,24.55483871,23.26709677
Banana,8/10/2019,15.73076923,18.69615385,17.41538462
Banana,8/11/2019,18.88888889,20.34444444,19.85
